Species,Red,Green,Blue,id,L,a,b,color,brightness
Carex paleacea,109.752,94.489,51.102,Perigynium_671,40.644076686985926,0.01201242071535713,26.96066344284047,brown,medium
Carex parallela,112.04,87.172,73.073,Perigynium_680,39.224323301004034,8.103958176573583,12.147493555779265,brown,medium
Carex peckii,114.128,87.078,49.379,Perigynium_689,38.99971636494279,6.329129228040853,26.04362641966963,brown,medium
Carex pellita,104.758,88.526,72.105,Perigynium_693,38.78535840087531,3.9271461319016208,12.00987997593903,brown,medium
Carex pellita,145.924,120.911,92.772,Perigynium_694,52.47348058266803,5.550731208484539,19.11138791496515,brown,medium
Carex petricosa,128.361,83.377,42.377,Perigynium_703,39.68708657073341,14.595546670534226,31.220278761918742,brown,medium
Carex pigra,110.037,89.697,56.395,Perigynium_711,39.38178885880657,3.565486705648574,22.34964783443215,brown,medium
Carex pityophila,108.061,97.622,59.963,Perigynium_713,41.51880499051992,-1.656011787999373,22.951615330603836,brown,medium
Carex pityophila,143.153,97.246,64.636,Perigynium_714,45.44681292484739,14.926975771987427,26.05604773383905,brown,medium
Carex planispicata,108.362,93.454,42.162,Perigynium_716,40.08068842483994,-0.8517876502670552,31.163949712871965,brown,medium
Carex platyphylla,104.751,80.454,31.284,Perigynium_721,35.80719881647377,4.392385496672452,31.992524426558855,brown,medium
Carex platyphylla,133.435,118.182,70.481,Perigynium_722,50.08042405060536,-0.9577634940206581,28.357995811061222,brown,medium
Carex polymorpha,112.878,97.533,55.828,Perigynium_727,41.918119389054816,0.14826869977602186,25.92939246956102,brown,medium
Carex radfordii,134.043,108.278,74.722,Perigynium_752,47.47245470942526,5.495564998574121,22.639084157860957,brown,medium
Carex rossii,137.414,111.306,61,Perigynium_777,48.44924658174256,3.8458028030310953,31.640392902812987,brown,medium
Carex rossii,139.923,122.641,84.821,Perigynium_778,52.193605316716585,0.9912143563519105,23.166083394252112,brown,medium
Carex scabriuscula,124.522,100.188,76.319,Perigynium_801,44.26137059668503,6.241382920467887,17.269255194634002,brown,medium
Carex scirpoidea,145.299,115.239,92.254,Perigynium_809,50.88319394919982,8.4807141426394,17.248335990766208,brown,medium
Carex scirpoidea,101.094,82.321,62.925,Perigynium_811,36.41356836654946,4.7502486845912015,14.342067659419556,brown,medium
Carex scirpoidea,99.522,83.565,72.261,Perigynium_812,36.81114298268352,4.671692780978259,9.090078948819325,brown,medium
Carex scirpoidea,118.753,91.461,66.479,Perigynium_813,41.03155288615821,7.647637479196528,18.705898424962875,brown,medium
Carex scopulorum,139.78,118.72,76.1,Perigynium_821,50.95266857154057,2.1537421112426958,26.466620762869752,brown,medium
Carex senta,129.638,109.237,57.454,Perigynium_825,47.00607160188534,1.1778451152320013,31.631129846417473,brown,medium
Carex senta,120.775,108.229,71.904,Perigynium_826,46.04300519604996,-0.6937010368251451,22.138089841084362,brown,medium
Carex serratodens,108.732,82.894,60.122,Perigynium_831,37.38723684512066,7.5169984622199255,17.508459304069966,brown,medium
Carex shortiana,142.66,121.931,84.56,Perigynium_837,52.26593154054859,2.5480708872203106,23.459597525509245,brown,medium
Carex simulata,122.75,92.333,44.833,Perigynium_843,41.39967476344669,6.840190428612364,31.66741671607206,brown,medium
Carex styloflexa,130.214,89.089,31.291,Perigynium_879,41.301811115852026,11.41384802638884,38.69532657852521,brown,medium
Carex subnigricans,117.228,97.957,72.87,Perigynium_890,42.79193655517829,3.8933130263231197,17.209673103619938,brown,medium
Carex subspathacea,135.928,112.681,71.148,Perigynium_892,48.81720246871369,3.381833064453721,26.44437352929183,brown,medium
Carex supina,146.689,95.831,41.264,Perigynium_895,45.240263459748306,15.610986091712075,38.607612635893,brown,medium
Carex tenax,129.403,102.003,54.978,Perigynium_905,44.942752018712284,5.061888409170656,30.50150588153844,brown,medium
Carex tenera,127.02,114.098,78.412,Perigynium_908,48.434692057710805,-0.5222329189366604,21.642477333184353,brown,medium
Carex torreyi,141.49,106.288,69.699,Perigynium_932,47.678612850102944,9.414132874236536,25.94371385982872,brown,medium
Carex venusta,125.486,108.521,63.671,Perigynium_971,46.46403065738978,0.3091715514546567,27.44979581479172,brown,medium
Carex venusta,119.387,92.845,43.825,Perigynium_972,41.13905636472251,4.875215050397203,31.80760654110262,brown,medium
Carex verrucosa,117.684,108.759,89.524,Perigynium_973,46.249038479498694,0.14193920515376268,12.041023843374422,brown,medium
Carex verrucosa,124.522,107.162,88.39,Perigynium_974,46.443520530744735,3.80371871758195,13.08591203868067,brown,medium
Carex vestita,117.777,105.408,72.65,Perigynium_978,44.95531783831007,-0.28497037682451154,20.22458780934552,brown,medium
Carex whitneyi,129.762,112.107,75.427,Perigynium_997,48.09496106762482,1.4636957447365373,22.95996588965823,brown,medium
Carex whitneyi,119.601,97.609,56.742,Perigynium_998,42.668508140160284,3.3005989873344244,26.4985064923699,brown,medium
Carex williamsii,132.978,112.934,70.404,Perigynium_1004,48.569277798006624,1.8409100975886883,26.484889613226404,brown,medium
Carex abrupta,134.115,102,57.615,Cataphyll_3,45.509663613924836,7.454160496641215,29.856725652266856,brown,medium
Carex abscondita,132.553,102.526,71.395,Cataphyll_5,45.69108135752634,7.821674740716822,22.21186276130617,brown,medium
Carex abscondita,132.553,102.526,71.395,Cataphyll_6,45.69108135752634,7.821674740716822,22.21186276130617,brown,medium
Carex acutiformis,134.073,108.682,87.47,Cataphyll_10,47.83053106874925,6.8668074998370905,15.690999417566243,brown,medium
Carex adusta,156.416,108.768,66.184,Cataphyll_13,50.02296494690488,14.262289537034734,31.216258884570458,brown,medium
Carex aggregata,145.581,105.104,47.449,Cataphyll_17,47.5497453065166,10.113058962515463,37.96705298040246,brown,medium
Carex aggregata,158.875,116.545,72.33,Cataphyll_18,52.38637284797636,11.432550736978353,30.802683819036368,brown,medium
Carex albolutescens,97.376,79.695,53.701,Cataphyll_28,35.06134181679021,3.445181033776806,18.114099938900385,brown,medium
Carex alopecoidea,123.71,98.59,78.277,Cataphyll_33,43.77468866733208,7.08989800677895,15.432195847005403,brown,medium
Carex appalachica,117.25,86.61,63.85,Cataphyll_42,39.48244097595423,9.574616131154595,18.20473324834189,brown,medium
Carex appalachica,163.649,98.966,17.149,Cataphyll_43,48.10033947698655,20.56141510048154,51.84150223969517,brown,medium
Carex arapahoensis,121.46,89.23,42.333,Cataphyll_52,40.36843944951893,7.893310577994694,31.79116806983293,brown,medium
Carex arcta,150.087,110.905,65.897,Cataphyll_54,49.82143014446682,10.209521762356733,30.957652707289675,brown,medium
Carex arctiformis,136.016,95.247,62.431,Cataphyll_58,44.01623361860219,12.716990877665534,25.33731565194467,brown,medium
Carex arctiformis,143.844,98.156,61.539,Cataphyll_59,45.71743479693813,14.427108191480187,28.177766861816032,brown,medium
Carex argyrantha,130.466,96.831,56.845,Cataphyll_61,43.685272623063334,8.757389841454689,27.967582641563816,brown,medium
Carex athrostachya,139.307,109.557,76.67,Cataphyll_68,48.42305396834688,7.2932458980875525,22.866736741306248,brown,medium
Carex atrofusca,143.884,89.042,48.789,Cataphyll_77,43.26218064066479,18.74182271261471,32.356501375055124,brown,medium
Carex aurea,148.178,116.536,66.909,Cataphyll_79,51.108906458182375,6.215017287482139,31.927905043847282,brown,medium
Carex basiantha,139.472,85.629,49.85,Cataphyll_93,41.83846354999175,18.83054073688428,29.950717453877452,brown,medium
Carex bicknellii,129.138,80.241,39.793,Cataphyll_97,38.96127056038658,16.632628444128994,31.83645080625691,brown,medium
Carex bolanderi,147.341,114.512,83.5,Cataphyll_108,50.743675829170044,8.707425836568806,22.15359567341354,brown,medium
Carex bolanderi,143.019,110.135,82.827,Cataphyll_109,49.09789515848118,9.288535950921439,20.276146931556262,brown,medium
Carex brevior,134.896,104.854,79.25,Cataphyll_114,46.72298251311373,8.40651349067828,19.036953195661134,brown,medium
Carex brevior,98.364,78.57,55.157,Cataphyll_115,34.87519680907379,4.778824234870665,17.002841490381925,brown,medium
Carex breweri,146.906,114.691,70.009,Cataphyll_116,50.52170811420052,6.994180125768246,29.4731295429855,brown,medium
Carex brysonii,140.503,109.122,70.299,Cataphyll_126,48.331634121579185,7.390564399037125,26.40922775410628,brown,medium
Carex canescens,154.544,117.851,81.944,Cataphyll_137,52.38678392024707,9.738372402267048,25.33647828117671,brown,medium
Carex cephaloidea,149.781,116.466,81.241,Cataphyll_149,51.48690325263763,8.389226346851796,24.465384297416126,brown,medium
Carex cephalophora,129.754,89.251,57.268,Cataphyll_151,41.59667139312581,12.95537958028134,25.12241413022921,brown,medium
Carex chapmanii,122.148,77.789,28.435,Cataphyll_154,37.26677164692491,14.191421592316372,35.633587327895754,brown,medium
Carex chordorrhiza,120.538,89.819,67.857,Cataphyll_160,40.817153068322156,9.5971815072258,17.6339224247273,brown,medium
Carex chordorrhiza,120.109,75.348,42.588,Cataphyll_161,36.51846714871228,15.597293408264212,27.13328322440246,brown,medium
Carex circinata,124.445,98.578,71.066,Cataphyll_162,43.709478919983184,6.505087273922571,19.637847024722042,brown,medium
Carex comosa,114.723,77.886,45.884,Cataphyll_168,36.5147879729044,11.846901035804269,25.049666019013895,brown,medium
Carex conoidea,105.026,74.651,52.635,Cataphyll_179,34.52078025512265,9.987162116758292,18.23343228552483,brown,medium
Carex conoidea,136.328,104.326,73.906,Cataphyll_180,46.64262069095034,8.719432321310505,22.075997831899784,brown,medium
Carex cordillerana,112.286,78.029,43.857,Cataphyll_182,36.211965782164626,10.445706836081925,25.78745123518964,brown,medium
Carex cordillerana,138.253,107.653,73.482,Cataphyll_183,47.74095264173387,7.5819254457482055,23.789225998682483,brown,medium
Carex crawei,104.571,80.824,60.08,Cataphyll_186,36.324180746473246,6.875386437565329,16.03653878953677,brown,medium
Carex crebriflora,128.806,100.355,60.613,Cataphyll_189,44.50503856697794,6.2800583227276,26.80748601448526,brown,medium
Carex crinita,129.507,100.663,75.943,Cataphyll_194,44.93179585435575,8.105235291437973,18.485230905127427,brown,medium
Carex cristatella,117.854,95.759,69.196,Cataphyll_196,42.1723881488753,5.008017243954832,18.579270305836516,brown,medium
Carex crus,144.117,117.857,91.907,Cataphyll_197,51.44957684465193,6.4239796671575755,18.195824182550446,brown,medium
Carex crus,126.952,107.104,77.296,Cataphyll_198,46.448591627930604,3.366042705298389,19.661583087637425,brown,medium
Carex cumulata,124.286,91.329,63.017,Cataphyll_201,41.57647036593907,9.82520762778638,21.59479534427522,brown,medium
Carex cusickii,135.654,101.614,68.504,Cataphyll_206,45.74928498241549,9.423803112988793,24.029390252711824,brown,medium
Carex densa,99.078,80.668,52.17,Cataphyll_224,35.505356830393644,3.459733647880492,19.652512962651247,brown,medium
Carex digitalis,133.312,71.076,14.354,Cataphyll_229,37.11941210030229,22.734460229035857,42.143499984026015,brown,medium
Carex disperma,162.752,104.945,55.339,Cataphyll_230,49.72127911080847,18.419912894711455,36.90910664958589,brown,medium
Carex disperma,145.876,107.132,72.884,Cataphyll_231,48.456907988040115,11.184009847551469,25.224519320700466,brown,medium
Carex eburnea,139.635,95.183,63.735,Cataphyll_238,44.4672707476622,14.489222658182976,25.247615610480178,brown,medium
Carex echinata,150.109,105.099,64.178,Cataphyll_242,48.298421938514124,13.415618588708156,30.044014184375456,brown,medium
Carex egglestonii,130.818,88.857,51.896,Cataphyll_246,41.547957421482266,13.20039959915814,28.175202436661262,brown,medium
Carex emoryi,165.002,115.391,67.768,Cataphyll_254,52.7468714295175,14.386865090989131,33.89535908731276,brown,medium
Carex engelmannii,130.187,103.365,59.296,Cataphyll_257,45.463316685078055,5.016686401885295,28.765157709117915,brown,medium
Carex festucacea,98.211,79.447,53.026,Cataphyll_261,35.070556906425686,3.905209792208597,18.553890242701854,brown,medium
Carex festucacea,111.77,92.453,68.457,Cataphyll_262,40.572182034157656,4.165594038817499,16.772199345334137,brown,medium
Carex filifolia,116.872,78.442,20.175,Cataphyll_266,36.67071460178945,10.912474921593363,38.57866433089181,brown,medium
Carex flaccosperma,112.837,80.455,36.843,Cataphyll_271,36.85119773918028,8.682792455855681,30.482993298711115,brown,medium
Carex flaccosperma,121.072,79.984,41.384,Cataphyll_272,37.83411588587312,13.176309514952134,29.38787977417594,brown,medium
Carex flava,144.619,99.947,48.683,Cataphyll_274,46.105804537390256,12.744278961517086,35.68769710803732,brown,medium
Carex foenea,145.596,102.538,65.019,Cataphyll_277,47.108242521261246,12.969192390174634,27.9813996844932,brown,medium
Carex foenea,102.82,75.749,57.847,Cataphyll_278,34.654356799599164,8.913177224246061,15.147071137778811,brown,medium
Carex fuliginosa,146.124,108.719,70.948,Cataphyll_287,48.86923444445077,10.181645323907752,26.855181188989096,brown,medium
Carex garberi,138.965,104.965,57.5,Cataphyll_288,46.85923630797228,7.922129841032632,31.67538920706917,brown,medium
Carex geophila,141.266,98.351,58.818,Cataphyll_289,45.40999269590459,12.92841482065521,29.261467751302426,brown,medium
Carex geyeri,115.508,87.265,67.005,Cataphyll_291,39.51823796283533,8.779739016458926,16.309990165047694,brown,medium
Carex geyeri,105.94,91.679,79.897,Cataphyll_292,39.99248111104917,3.7488665934044265,8.936736587572991,brown,medium
Carex gholsonii,154.574,86.435,49.792,Cataphyll_294,44.14074476963424,24.959600748498733,33.204649090727244,brown,medium
Carex glareosa,121.933,72.9,26.5,Cataphyll_298,35.970337301979825,16.90727213957216,35.260977261022845,brown,medium
Carex gracilescens,124.297,96.961,65.439,Cataphyll_309,43.14846166680309,6.74560653963302,22.203982692308887,brown,medium
Carex granularis,132.196,94.579,52.55,Cataphyll_315,43.230610852253015,10.504642292116785,29.8703018214835,brown,medium
Carex granularis,150.698,106.944,69.43,Cataphyll_316,48.91985578287418,13.079397377998847,27.88846791250218,brown,medium
Carex grisea,106.166,77.494,55.794,Cataphyll_321,35.502630257381064,9.127217567059754,17.608690128159875,brown,medium
Carex gynocrates,136.56,104.933,74.88,Cataphyll_325,46.8483183039662,8.576493193536427,21.784858505902747,brown,medium
Carex gynodynama,115.381,86.834,72.011,Cataphyll_328,39.49136336055524,9.634897917100343,13.224913524822746,brown,medium
Carex harfordii,109.685,80.342,42.557,Cataphyll_331,36.503431359918046,7.699600300589776,26.804392935515153,brown,medium
Carex harfordii,147.632,102.789,58,Cataphyll_332,47.32067211391111,13.138631391394927,32.20039465522457,brown,medium
Carex hassei,159.175,108.269,62.469,Cataphyll_333,50.183023363481865,15.463931005771482,33.52146639647974,brown,medium
Carex haydeniana,150.865,99.944,29.063,Cataphyll_335,46.7168093128809,14.570869307326873,45.81111157269193,brown,medium
Carex heleonastes,138.631,112.571,77.629,Cataphyll_338,49.180192402251095,5.358026272659078,23.29001288628003,brown,medium
Carex hirta,119.77,90.922,68.601,Cataphyll_346,41.04183725605295,8.683458202123711,17.47047657496831,brown,medium
Carex hitchcockiana,127.909,97.517,68.587,Cataphyll_351,43.76414736882946,8.389594720831061,21.239884234188168,brown,medium
Carex hitchcockiana,133.949,100.567,55.848,Cataphyll_352,45.08075085585674,8.063770784840274,30.311427907030975,brown,medium
Carex hoodii,107.239,76.371,44.426,Cataphyll_356,35.13197671128778,9.130591089621692,23.99711545670019,brown,medium
Carex hyalinolepis,168.894,109.972,71.017,Cataphyll_366,51.93056796627084,19.397783202325325,31.23240216601425,brown,medium
Carex illota,124.233,84.167,51.617,Cataphyll_370,39.481651757188494,12.95907179998479,25.62428169952138,brown,medium
Carex illota,128.692,87.885,36.962,Cataphyll_371,40.843817403981916,11.726917003915233,35.38121839780972,brown,medium
Carex infirminervia,121.592,103.456,77.438,Cataphyll_375,44.8801129979966,3.171851742753473,17.385265018501915,brown,medium
Carex inops,111.183,83.969,68.254,Cataphyll_376,38.136972412835775,9.00626426772691,13.597494531388998,brown,medium
Carex interior,98.575,77.382,62.435,Cataphyll_381,34.71108645886766,6.581499910223664,12.286463324278508,brown,medium
